folio,idformadepago,importe
12212,EF,140.0
12227,EF,280.0
12226,EF,800.0
12228,VISA,790.0
12206,EF,210.0
12207,EF,180.0
12229,EF,210.0
12230,EF,260.0
12231,EF,180.0
12199,EF,240.0
12200,EF,400.0
12190,EF,130.0
12187,EF,450.0
12188,EF,390.0
12191,EF,480.0
12300,EF,720.0
12300,VISA,240.0
12301,EF,520.0
12303,VISA,1100.0
12302,VISA,340.0
12304,EF,210.0
12305,EF,430.0
12240,EF,240.0
12236,EF,850.0
12237,EF,180.0
12238,EF,240.0
12239,EF,690.0
12241,EF,230.0
12251,EF,380.0
12266,EF,270.0
12269,EF,460.0
12272,EF,460.0
12271,EF,360.0
12270,EF,730.0
12268,EF,470.0
12273,EF,420.0
12276,EF,220.0
12274,EF,220.0
12275,EF,330.0
12278,EF,240.0
12277,EF,240.0
12280,EF,220.0
12281,EF,240.0
12279,EF,290.0
12282,EF,180.0
12285,VISA,320.0
12289,VISA,205.0
12235,EF,180.0
12242,EF,960.0
12243,EF,765.0
12247,VISA,535.0
12246,VISA,695.0
12248,EF,455.0
12244,EF,290.0
12249,EF,470.0
12254,EF,360.0
12255,EF,220.0
12250,EF,640.0
12253,EF,340.0
12260,EF,300.0
12261,VISA,310.0
12287,EF,220.0
12288,EF,470.0
12286,EF,320.0
12258,EF,360.0
12256,EF,320.0
12267,VISA,605.0
12257,EF,430.0
12259,EF,180.0
12262,EF,440.0
12264,EF,210.0
12263,EF,1380.0
12265,EF,340.0
12284,EF,180.0
12283,EF,240.0
12245,VISA,270.0
12252,EF,230.0
12322,EF,535.0
12325,EF,490.0
12324,EF,310.0
12323,EF,250.0
12326,EF,500.0
12327,EF,570.0
12330,EF,180.0
12328,EF,180.0
12332,EF,220.0
12335,EF,960.0
12340,VISA,240.0
12333,EF,300.0
12334,EF,240.0
12336,EF,220.0
12338,EF,440.0
12339,EF,230.0
12337,VISA,250.0
12346,EF,805.0
12350,EF,350.0
12315,EF,350.0
12314,EF,310.0
12313,EF,170.0
12321,EF,365.0
12317,EF,360.0
12318,EF,180.0
12319,EF,180.0
12320,EF,180.0
12329,EF,180.0
12331,EF,210.0
12316,EF,180.0
12345,VISA,220.0
12341,VISA,310.0
12342,EF,360.0
12343,EF,240.0
12344,EF,500.0
12347,EF,70.0
12348,EF,220.0
12349,EF,240.0
12397,EF,460.0
12402,EF,220.0
12409,EF,180.0
12403,EF,580.0
12396,EF,330.0
12404,EF,310.0
12406,EF,180.0
12392,VISA,335.0
12416,VISA,580.0
12407,EF,1010.0
12408,VISA,430.0
12411,EF,270.0
12410,EF,210.0
12413,EF,770.0
12414,EF,180.0
12434,EF,250.0
12430,EF,720.0
12435,EF,240.0
12425,VISA,1210.0
12429,VISA,825.0
12389,EF,210.0
12393,EF,260.0
12400,VISA,220.0
12412,EF,220.0
12405,EF,540.0
12415,EF,440.0
12433,EF,0.0
12399,EF,180.0
12398,EF,180.0
12401,EF,260.0
12420,EF,370.0
12423,MC,690.0
12424,EF,455.0
12419,MC,560.0
12422,VISA,210.0
12427,EF,180.0
12428,EF,180.0
12426,EF,210.0
12308,VISA,430.0
12307,EF,132.75
12307,VISA,162.25
12309,EF,325.0
12311,VISA,335.0
12306,EF,210.0
12310,EF,180.0
12292,EF,1030.0
12293,EF,270.0
12295,EF,840.0
12296,EF,1250.0
12298,EF,210.0
12294,EF,670.0
12297,EF,210.0
12299,EF,525.0
12352,EF,130.0
12353,VISA,180.0
12354,MC,550.0
12357,EF,660.0
12358,VISA,435.0
12355,EF,170.0
12359,VISA,230.0
12356,EF,1860.0
12360,EF,210.0
12362,EF,230.0
12367,EF,495.0
12361,EF,360.0
12364,EF,480.0
12369,EF,380.0
12368,EF,890.0
12375,EF,220.0
12376,EF,480.0
12378,VISA,465.0
12379,VISA,410.0
12373,EF,420.0
12371,EF,680.0
12366,EF,210.0
12374,EF,355.0
12370,EF,180.0
12365,EF,1270.0
12372,EF,650.0
12363,EF,210.0
12377,VISA,380.0
12380,VISA,240.0
12381,EF,810.0
12381,VISA,150.0
12382,EF,235.0
12431,EF,520.0
12432,VISA,355.0
12387,VISA,290.0
12388,EF,600.0
12395,EF,230.0
12394,VISA,810.0
12386,VISA,595.0
12390,EF,550.0
12391,EF,200.0
12384,EF,300.0
12385,EF,340.0
12418,MC,740.0
12421,MC,925.0
12417,EF,390.0
12439,EF,620.0
12441,EF,300.0
12437,EF,870.0
12438,EF,200.0
12440,EF,200.0
12442,VISA,545.0
12443,EF,600.0
12444,VISA,305.0
12446,EF,830.0
12447,EF,740.0
12445,EF,210.0
12452,EF,180.0
12454,VISA,530.0
12455,EF,360.0
12462,EF,380.0
12456,EF,270.0
12457,EF,200.0
12459,EF,220.0
12458,EF,390.0
12467,MC,230.0
12461,EF,460.0
12460,EF,310.0
12464,EF,240.0
12468,EF,210.0
12469,EF,210.0
12466,EF,240.0
12474,EF,450.0
12472,EF,210.0
12470,VISA,995.0
12475,EF,180.0
12476,MC,150.0
12477,EF,215.0
12465,MC,210.0
12479,VISA,510.0
12480,EF,330.0
12478,EF,220.0
12463,EF,415.0
12482,MC,335.0
12483,MC,555.0
12481,MC,230.0
12453,EF,240.0
12448,EF,110.0
12449,EF,210.0
12450,EF,240.0
12451,EF,390.0
12471,VISA,1410.0
12473,EF,400.0
12485,EF,450.0
12488,VISA,180.0
12495,EF,170.0
12489,EF,750.0
12490,EF,230.0
12491,EF,690.0
12496,EF,385.0
12494,EF,250.0
12492,EF,210.0
12493,EF,220.0
12497,EF,180.0
12498,EF,340.0
12499,EF,360.0
12500,EF,240.0
12507,EF,570.0
12526,EF,240.0
12534,EF,635.0
12533,EF,540.0
12527,EF,780.0
12528,EF,240.0
12529,EF,480.0
12531,EF,430.0
12487,EF,520.0
12800,EF,990.0
12799,VISA,370.0
12801,EF,460.0
12804,EF,400.0
12803,EF,180.0
12805,EF,590.0
12807,MC,180.0
12809,EF,210.0
12808,EF,680.0
12806,EF,605.0
12756,EF,400.0
12757,VISA,330.0
12760,VISA,1210.0
12758,EF,0.0
12774,EF,270.0
12775,EF,530.0
12779,MC,220.0
12777,EF,260.0
12776,EF,290.0
12776,MC,300.0
12781,EF,210.0
12778,EF,350.0
12782,MC,550.0
12780,EF,370.0
12785,EF,230.0
12790,EF,230.0
12793,VISA,240.0
12796,EF,545.0
12794,EF,210.0
12789,VISA,440.0
12797,EF,240.0
12791,EF,700.0
12802,EF,285.0
12907,EF,180.0
12908,VISA,370.0
12913,EF,220.0
12914,EF,210.0
12915,EF,270.0
12916,EF,200.0
12917,VISA,685.0
12920,EF,180.0
12919,EF,410.0
12927,EF,310.0
12926,EF,300.0
12929,VISA,825.0
12923,EF,570.0
12921,EF,210.0
12922,EF,230.0
12925,EF,250.0
12924,EF,690.0
12912,EF,380.0
12911,VISA,635.0
12909,VISA,130.0
12910,EF,180.0
12918,EF,950.0
12918,VISA,200.0
12931,EF,240.0
12934,EF,320.0
12928,EF,765.0
12932,EF,620.0
12933,EF,180.0
12935,EF,240.0
12930,EF,435.0
13000,EF,210.0
13001,EF,180.0
13002,EF,130.0
13003,EF,130.0
13004,EF,120.0
13005,EF,240.0
13007,EF,280.0
13014,EF,230.0
13013,EF,360.0
13015,VISA,960.0
13018,EF,410.0
13023,VISA,660.0
13028,EF,200.0
13028,VISA,220.0
13030,VISA,355.0
13025,EF,240.0
13026,EF,220.0
13032,EF,330.0
13035,EF,610.0
13036,EF,390.0
13037,VISA,480.0
13038,EF,265.0
13039,EF,470.0
13040,VISA,355.0
12999,EF,390.0
13008,VISA,350.0
13012,VISA,575.0
13006,EF,470.0
13009,EF,210.0
13016,EF,180.0
12996,EF,330.0
12993,EF,520.0
12994,EF,230.0
12998,EF,220.0
12997,EF,330.0
12992,EF,360.0
12995,EF,270.0
13017,EF,180.0
13019,VISA,290.0
13021,EF,290.0
13020,EF,210.0
13022,EF,420.0
13024,EF,400.0
13031,EF,180.0
13029,EF,620.0
13027,EF,210.0
13033,EF,250.0
13034,EF,240.0
13010,VISA,670.0
13011,MC,430.0
13046,EF,180.0
13047,EF,240.0
13048,EF,420.0
13051,EF,200.0
13056,EF,180.0
13053,EF,320.0
13054,EF,610.0
13101,EF,205.0
13061,EF,210.0
13063,VISA,660.0
13066,VISA,445.0
13068,EF,880.0
13062,EF,540.0
13059,EF,520.0
13060,EF,310.0
13069,EF,445.0
13064,EF,220.0
13072,EF,130.0
9913,EF,455.0
9918,EF,545.0
9963,EF,220.0
9968,VISA,130.0
9972,VISA,170.0
9979,VISA,250.0
9983,EF,330.0
9982,MC,1070.0
9978,EF,240.0
9977,VISA,350.0
9984,EF,745.0
9964,EF,390.0
9970,VISA,195.0
9974,EF,430.0
9966,VISA,425.0
9965,VISA,1280.0
9969,MC,300.0
9969,VISA,125.0
9971,EF,280.0
9973,EF,530.0
9975,EF,710.0
9976,EF,560.0
9980,EF,300.0
9981,EF,260.0
9986,EF,350.0
9987,EF,200.0
9989,EF,320.0
9988,EF,440.0
9990,VISA,525.0
9992,VISA,230.0
9993,EF,780.0
9994,EF,240.0
9999,EF,170.0
9995,VISA,200.0
9996,EF,230.0
10000,EF,344.0
10002,VISA,230.0
9997,EF,250.0
9998,EF,210.0
10001,VISA,210.0
10003,EF,170.0
9991,EF,1295.0
9991,MC,245.0
9991,VISA,80.0
10004,EF,240.0
10005,EF,380.0
10006,EF,240.0
10008,EF,370.0
10010,EF,990.0
10011,EF,230.0
10014,EF,460.0
10013,EF,265.0
10015,EF,0.0
10017,EF,275.0
10016,EF,130.0
10018,EF,670.0
10022,EF,260.0
10023,EF,630.0
10024,EF,230.0
10025,EF,340.0
10028,EF,240.0
10030,EF,180.0
10029,EF,1960.0
10029,VISA,560.0
10012,EF,600.0
10019,EF,210.0
10020,EF,210.0
10021,EF,180.0
10026,EF,180.0
10027,EF,260.0
10032,VISA,340.0
10033,EF,180.0
10034,EF,210.0
10036,EF,210.0
10040,VISA,320.0
10044,EF,470.0
10043,EF,230.0
10045,EF,240.0
10046,EF,210.0
10047,EF,210.0
10048,EF,140.0
10049,EF,210.0
10050,EF,350.0
10051,EF,350.0
10052,EF,580.0
10053,EF,490.0
10054,EF,180.0
10055,EF,390.0
10060,VISA,425.0
10061,VISA,480.0
10058,VISA,495.0
10056,EF,200.0
10059,EF,400.0
10064,EF,405.0
10037,EF,180.0
10065,EF,735.0
10057,EF,540.0
10071,EF,140.0
10070,EF,220.0
10063,VISA,210.0
10062,EF,470.0
10067,EF,660.0
10073,VISA,410.0
10066,EF,475.0
10069,EF,220.0
10068,EF,480.0
10072,EF,360.0
10075,EF,240.0
10074,EF,270.0
10077,EF,380.0
10079,EF,550.0
10080,VISA,250.0
10082,EF,170.0
10081,VISA,360.0
10076,EF,180.0
10078,EF,220.0
10035,EF,330.0
10041,EF,230.0
10042,EF,220.0
10039,VISA,220.0
10038,EF,240.0
10084,EF,650.0
10090,EF,230.0
10097,VISA,340.0
10095,EF,450.0
10098,EF,300.0
10093,EF,470.0
10094,EF,480.0
10106,EF,370.0
10099,VISA,540.0
10111,VISA,765.0
10102,EF,385.0
10105,EF,180.0
10114,EF,920.0
10118,VISA,620.0
10115,EF,440.0
10123,EF,530.0
10121,EF,390.0
10120,EF,210.0
10122,EF,990.0
10124,EF,180.0
10127,EF,180.0
9953,EF,170.0
9952,EF,210.0
9960,EF,400.0
9960,VISA,320.0
9961,VISA,1120.0
9955,EF,360.0
9949,VISA,315.0
9948,EF,405.0
9950,VISA,1075.0
9951,VISA,435.0
9954,VISA,170.0
9956,EF,400.0
9957,VISA,200.0
9947,EF,250.0
9958,EF,230.0
9959,EF,230.0
10128,EF,210.0
10135,EF,440.0
10132,EF,470.0
10130,EF,500.0
10133,EF,580.0
10131,EF,180.0
10134,EF,180.0
10147,EF,345.0
10142,EF,200.0
10143,VISA,260.0
10153,EF,280.0
10146,EF,240.0
10145,VISA,210.0
10151,EF,270.0
10148,EF,240.0
10155,EF,450.0
10160,EF,240.0
10157,EF,340.0
10156,EF,1130.0
10165,EF,440.0
10167,EF,180.0
10161,EF,620.0
10169,EF,640.0
10162,EF,470.0
10168,VISA,855.0
10171,EF,360.0
10163,EF,210.0
10164,EF,210.0
10166,EF,240.0
10170,EF,355.0
10100,EF,480.0
10154,EF,220.0
10158,EF,755.0
10159,EF,230.0
10088,EF,210.0
10089,EF,240.0
10086,EF,190.0
10085,EF,195.0
10087,EF,440.0
10108,VISA,310.0
10104,EF,600.0
10107,EF,310.0
10113,EF,180.0
10119,EF,220.0
10101,VISA,250.0
10110,EF,270.0
10103,EF,240.0
10109,EF,760.0
10112,EF,230.0
10116,EF,560.0
10117,EF,470.0
10126,EF,210.0
10125,EF,370.0
10129,EF,680.0
10136,EF,620.0
10137,EF,180.0
10091,VISA,700.0
10092,EF,240.0
10096,VISA,470.0
10139,EF,1010.0
10140,VISA,240.0
10141,EF,220.0
10149,EF,355.0
10150,EF,490.0
10152,EF,1005.0
10144,EF,220.0
10138,EF,810.0
10181,VISA,580.0
10178,EF,220.0
10208,EF,595.0
10203,EF,420.0
10205,VISA,240.0
10218,VISA,180.0
10217,VISA,200.0
10235,EF,540.0
10236,VISA,230.0
10237,VISA,220.0
10238,VISA,215.0
10234,VISA,425.0
10174,EF,270.0
10175,EF,240.0
10176,EF,200.0
10179,EF,475.0
10182,EF,350.0
10189,VISA,870.0
10183,EF,220.0
10180,EF,355.0
10184,EF,210.0
10188,VISA,210.0
10186,EF,545.0
10194,EF,210.0
10190,EF,480.0
10193,EF,100.0
10187,EF,600.0
10191,EF,210.0
10198,VISA,465.0
10196,VISA,645.0
10200,VISA,560.0
10228,EF,1195.0
10223,VISA,610.0
10227,EF,420.0
10225,EF,25.0
10224,EF,430.0
10220,VISA,935.0
10222,EF,130.0
10221,EF,250.0
10230,EF,240.0
10229,VISA,810.0
10233,EF,240.0
10239,EF,350.0
10199,EF,300.0
10197,EF,240.0
10204,VISA,630.0
10195,EF,410.0
10201,EF,390.0
10202,EF,470.0
10173,VISA,400.0
10210,EF,475.0
10206,VISA,360.0
10209,EF,440.0
10216,EF,450.0
10207,EF,390.0
10211,EF,370.0
10212,EF,250.0
10213,EF,240.0
10215,EF,465.0
10219,EF,360.0
12818,EF,475.0
12820,VISA,240.0
12813,EF,320.0
12815,EF,180.0
12816,EF,210.0
12819,EF,380.0
12821,EF,240.0
12814,EF,340.0
12822,EF,240.0
12827,EF,290.0
12826,EF,470.0
12823,EF,350.0
12825,EF,250.0
12828,VISA,410.0
12833,MC,955.0
12824,EF,390.0
12832,EF,240.0
12830,EF,350.0
12829,EF,510.0
12834,EF,140.0
12861,EF,420.0
12862,EF,240.0
12848,EF,640.0
12853,EF,180.0
12860,VISA,230.0
12850,EF,240.0
12854,EF,640.0
12852,EF,240.0
12855,EF,1170.0
12859,EF,530.0
12844,EF,190.0
12845,EF,240.0
12867,VISA,280.0
12868,EF,350.0
12866,EF,140.0
12863,EF,400.0
12871,EF,350.0
12869,VISA,440.0
12835,EF,260.0
12838,EF,265.0
12831,EF,990.0
12836,EF,790.0
12839,VISA,285.0
12837,EF,530.0
12840,VISA,430.0
12811,EF,510.0
12812,EF,180.0
12817,VISA,130.0
12842,EF,390.0
12846,EF,335.0
12841,EF,170.0
12847,VISA,430.0
12843,EF,350.0
12851,EF,710.0
12856,EF,320.0
12857,MC,770.0
12849,EF,240.0
12858,VISA,505.0
12864,EF,230.0
12870,EF,810.0
12865,EF,1003.0
12873,EF,180.0
12875,EF,230.0
12879,EF,370.0
12880,EF,180.0
12881,EF,240.0
12883,EF,210.0
12887,EF,210.0
12888,EF,270.0
12890,EF,210.0
12891,EF,620.0
12892,EF,450.0
12898,EF,315.0
12893,EF,180.0
12897,EF,645.0
12900,EF,230.0
12904,EF,420.0
12899,EF,180.0
12901,EF,270.0
12903,VISA,370.0
12905,VISA,540.0
12877,EF,425.0
12876,VISA,360.0
12874,EF,710.0
12885,EF,600.0
12886,EF,180.0
12889,VISA,630.0
12882,EF,470.0
12884,VISA,1005.0
12878,EF,200.0
12895,EF,280.0
12902,VISA,290.0
12894,EF,360.0
12896,EF,330.0
12938,VISA,210.0
12940,EF,210.0
12937,EF,380.0
12941,EF,380.0
12951,EF,210.0
12947,VISA,220.0
12950,EF,285.0
12965,EF,450.0
12974,EF,230.0
12971,EF,180.0
12972,EF,230.0
12976,EF,220.0
12977,EF,690.0
12983,EF,420.0
12978,EF,210.0
12979,EF,250.0
12982,EF,270.0
12985,VISA,240.0
12981,EF,645.0
12980,EF,420.0
12980,VISA,210.0
12986,EF,455.0
12987,EF,0.0
12989,EF,290.0
12990,EF,770.0
12984,VISA,605.0
12946,EF,445.0
12963,EF,305.0
12960,EF,180.0
12958,EF,180.0
12959,EF,240.0
12964,EF,410.0
12975,EF,240.0
12943,EF,130.0
12939,EF,390.0
12944,VISA,230.0
12942,EF,210.0
13809,EF,25.0
13810,EF,360.0
13811,EF,180.0
13816,VISA,370.0
13820,EF,470.0
13819,MC,165.0
13819,VISA,165.0
13804,EF,445.0
13805,VISA,310.0
13812,EF,650.0
13806,EF,205.0
13808,EF,220.0
13801,EF,180.0
13802,EF,240.0
13803,EF,250.0
13807,VISA,410.0
13814,EF,380.0
13813,EF,315.0
13817,EF,400.0
13815,EF,775.0
13818,VISA,660.0
13946,EF,230.0
13948,VISA,520.0
13949,EF,460.0
13951,EF,510.0
13947,EF,310.0
13993,EF,400.0
13957,EF,270.0
13960,EF,460.0
13961,VISA,630.0
13965,VISA,80.0
13963,VISA,430.0
13966,VISA,570.0
13962,EF,390.0
13984,EF,625.0
13977,EF,490.0
13986,EF,270.0
13988,EF,455.0
13990,VISA,940.0
13987,EF,240.0
13989,VISA,260.0
13930,EF,180.0
13954,EF,360.0
13952,EF,630.0
13953,EF,270.0
13956,EF,220.0
13955,VISA,200.0
13950,EF,130.0
13959,EF,445.0
13959,MC,200.0
13958,VISA,225.0
13964,EF,390.0
13973,VISA,360.0
13970,EF,430.0
13968,EF,220.0
13969,EF,450.0
13974,EF,390.0
13972,EF,370.0
13971,EF,330.0
13981,VISA,550.0
13980,VISA,525.0
13982,VISA,435.0
13976,EF,200.0
13967,VISA,380.0
13983,EF,335.0
13975,EF,210.0
13979,EF,240.0
13978,EF,630.0
13985,VISA,970.0
13991,EF,470.0
13992,EF,545.0
14008,EF,460.0
14011,VISA,655.0
14012,EF,310.0
14013,EF,210.0
14009,VISA,400.0
14042,VISA,680.0
14026,EF,180.0
14023,EF,210.0
14025,VISA,390.0
14024,EF,390.0
13995,EF,210.0
14035,EF,220.0
13996,EF,220.0
13998,EF,240.0
13999,EF,180.0
14000,EF,180.0
14001,EF,700.0
14002,EF,210.0
14003,EF,570.0
14004,EF,260.0
14006,EF,320.0
14005,EF,690.0
14007,VISA,180.0
14010,EF,675.0
14015,EF,680.0
14016,EF,230.0
14021,EF,525.0
14018,EF,210.0
14017,EF,450.0
14014,VISA,950.0
14027,EF,940.0
14028,EF,180.0
14031,VISA,115.0
14030,EF,210.0
14029,EF,210.0
14039,VISA,330.0
14033,VISA,370.0
14040,EF,310.0
14041,VISA,320.0
14019,EF,240.0
14022,EF,840.0
14020,EF,410.0
13997,EF,700.0
14036,VISA,230.0
14034,VISA,230.0
14032,EF,295.0
14038,EF,180.0
14037,VISA,460.0
14047,EF,180.0
14044,EF,200.0
14048,EF,210.0
14074,EF,240.0
14075,EF,475.0
14066,EF,360.0
14070,EF,265.0
14069,EF,230.0
14068,EF,310.0
14067,EF,220.0
13842,EF,530.0
13848,EF,500.0
13852,EF,180.0
13853,EF,210.0
13854,EF,240.0
13855,EF,240.0
13857,VISA,985.0
13858,EF,355.0
13843,EF,290.0
13846,EF,180.0
13847,EF,360.0
13849,VISA,240.0
13851,EF,350.0
13850,EF,320.0
13845,VISA,390.0
13844,EF,260.0
13856,EF,240.0
13870,EF,470.0
13871,VISA,200.0
13872,EF,240.0
13873,EF,350.0
13874,EF,210.0
13875,EF,360.0
13861,EF,280.0
13864,EF,350.0
13866,EF,960.0
13867,EF,220.0
13879,EF,220.0
13880,EF,213.0
13880,VISA,357.0
13877,EF,490.0
13876,EF,490.0
13878,EF,520.0
13881,EF,230.0
13884,EF,540.0
13882,EF,180.0
13883,EF,270.0
13860,EF,180.0
13868,EF,310.0
13869,EF,570.0
13863,VISA,435.0
13862,EF,420.0
13865,EF,340.0
14086,EF,210.0
14087,EF,390.0
14080,EF,240.0
14081,EF,370.0
14082,EF,220.0
14083,EF,180.0
14085,VISA,490.0
14084,EF,80.0
14088,EF,370.0
14089,EF,250.0
14090,EF,180.0
14091,EF,350.0
14095,EF,220.0
14096,EF,250.0
14097,VISA,300.0
14099,EF,180.0
14102,VISA,685.0
14103,EF,345.0
14101,EF,350.0
14104,EF,310.0
14100,VISA,635.0
14098,EF,230.0
14106,VISA,310.0
14107,VISA,305.0
14110,VISA,365.0
14109,EF,700.0
14108,EF,395.0
14124,EF,240.0
14126,EF,220.0
14125,EF,210.0
14131,VISA,230.0
14127,EF,180.0
14128,EF,360.0
14130,VISA,140.0
14132,EF,340.0
14133,EF,550.0
14135,EF,260.0
14134,EF,210.0
14137,VISA,420.0
14138,EF,310.0
14139,VISA,170.0
14140,VISA,220.0
14136,VISA,480.0
14142,VISA,380.0
14141,EF,270.0
14169,VISA,300.0
14164,EF,230.0
14172,EF,315.0
14172,VISA,100.0
14166,EF,300.0
14178,EF,800.0
14179,EF,830.0
14129,EF,210.0
14144,EF,270.0
14146,EF,340.0
14147,EF,260.0
14148,EF,220.0
14145,EF,420.0
14174,EF,250.0
14168,EF,130.0
14170,EF,210.0
14173,EF,230.0
14165,EF,430.0
14175,EF,180.0
14176,EF,220.0
14177,VISA,625.0
14143,EF,250.0
14151,VISA,215.0
14150,EF,165.0
14150,VISA,260.0
14153,EF,220.0
14155,EF,450.0
14157,EF,240.0
14149,EF,240.0
14152,EF,240.0
14159,VISA,440.0
14162,EF,240.0
14156,EF,295.0
14158,EF,560.0
14161,EF,240.0
14154,EF,220.0
14160,EF,900.0
14163,EF,420.0
14171,EF,535.0
14167,EF,230.0
13891,EF,575.0
13887,EF,420.0
13893,EF,240.0
13890,EF,250.0
13888,EF,240.0
13889,EF,220.0
13892,EF,180.0
13894,EF,285.0
13895,EF,230.0
13896,EF,280.0
13897,EF,220.0
13898,EF,240.0
13899,VISA,630.0
13904,EF,345.0
13901,VISA,180.0
13908,EF,360.0
13912,VISA,1035.0
13910,EF,310.0
13924,VISA,570.0
13923,EF,340.0
13926,VISA,340.0
13925,EF,240.0
13927,VISA,790.0
13913,EF,400.0
13915,EF,335.0
13916,EF,430.0
13919,VISA,630.0
13917,EF,460.0
13921,EF,400.0
13920,EF,400.0
13918,EF,240.0
13922,EF,220.0
13886,EF,220.0
13900,EF,180.0
13911,EF,260.0
13914,VISA,210.0
13903,EF,390.0
13906,EF,240.0
13909,EF,560.0
13902,EF,270.0
13907,EF,180.0
13905,EF,480.0
14112,EF,210.0
14118,EF,240.0
14119,EF,230.0
14120,EF,350.0
14117,VISA,840.0
14121,EF,210.0
14122,VISA,330.0
14113,EF,240.0
14115,VISA,270.0
14114,EF,250.0
14116,VISA,180.0
14181,EF,460.0
14182,EF,240.0
14183,EF,230.0
14184,EF,350.0
14185,EF,270.0
14187,EF,180.0
14186,EF,220.0
14189,EF,670.0
14190,EF,600.0
14193,EF,580.0
14195,EF,530.0
14197,EF,280.0
14198,EF,420.0
14199,VISA,455.0
14196,EF,420.0
14202,EF,500.0
14203,EF,500.0
14201,EF,230.0
14200,EF,990.0
14204,EF,340.0
14205,EF,210.0
14207,EF,220.0
14206,EF,460.0
14208,EF,460.0
14209,EF,230.0
14212,VISA,560.0
14213,EF,230.0
14215,EF,440.0
14217,VISA,240.0
14224,EF,425.0
14225,VISA,590.0
14221,EF,240.0
14220,VISA,680.0
14222,EF,400.0
14223,EF,230.0
14226,EF,200.0
14232,VISA,180.0
14227,EF,310.0
14228,EF,440.0
14229,EF,630.0
14231,EF,230.0
14236,EF,180.0
14233,EF,210.0
14234,EF,440.0
14235,VISA,140.0
14188,EF,890.0
14191,EF,670.0
14192,EF,420.0
14194,EF,400.0
14210,EF,230.0
14211,EF,380.0
14216,EF,220.0
14219,EF,230.0
14218,EF,180.0
14214,EF,470.0
14230,EF,240.0
14304,VISA,240.0
14303,EF,250.0
14305,VISA,500.0
14306,EF,670.0
14308,EF,240.0
14307,EF,310.0
14309,EF,180.0
14310,EF,180.0
14311,EF,270.0
14314,EF,275.0
14312,VISA,700.0
14313,EF,200.0
14315,EF,385.0
14316,EF,710.0
14337,VISA,130.0
14338,EF,120.0
14339,EF,130.0
14340,EF,210.0
14341,EF,360.0
14343,EF,320.0
14345,EF,210.0
14344,EF,240.0
14073,EF,350.0
14071,EF,360.0
14072,EF,230.0
14050,EF,550.0
14052,VISA,940.0
14054,EF,400.0
14049,EF,180.0
14051,EF,520.0
14055,EF,460.0
14056,EF,430.0
14058,EF,180.0
14059,EF,240.0
14061,EF,210.0
14062,EF,210.0
14063,EF,490.0
14064,VISA,680.0
14060,VISA,590.0
14053,VISA,600.0
14065,EF,180.0
14076,EF,735.0
14078,EF,220.0
14077,EF,230.0
14045,EF,180.0
14046,EF,370.0
14239,EF,700.0
14240,EF,550.0
14248,MC,585.0
14241,EF,210.0
14242,EF,370.0
14243,EF,320.0
14246,EF,270.0
14250,EF,425.0
14251,EF,270.0
14255,VISA,230.0
14253,EF,210.0
14254,EF,520.0
14258,VISA,130.0
14270,VISA,710.0
14268,EF,360.0
14266,EF,240.0
14269,EF,180.0
14267,EF,420.0
14271,EF,210.0
14274,VISA,390.0
14272,VISA,230.0
14277,EF,510.0
14273,EF,180.0
14280,EF,480.0
14276,VISA,820.0
14278,EF,240.0
14281,EF,240.0
14282,EF,340.0
14286,EF,370.0
14279,EF,220.0
14275,EF,210.0
14297,VISA,390.0
14291,EF,480.0
14288,EF,270.0
14290,EF,460.0
14292,EF,420.0
14295,EF,240.0
14293,EF,220.0
14294,EF,220.0
14300,EF,330.0
14256,MC,310.0
14261,VISA,405.0
14264,EF,475.0
14249,EF,450.0
14245,EF,580.0
14252,EF,450.0
14238,EF,390.0
14257,MC,240.0
14260,MC,530.0
14262,MC,615.0
14259,EF,180.0
14283,EF,620.0
14284,EF,180.0
14289,EF,330.0
14287,EF,820.0
14296,EF,110.0
14285,EF,240.0
14299,EF,230.0
14298,EF,220.0
14244,EF,220.0
14247,VISA,210.0
14265,VISA,1020.0
14263,EF,690.0
14318,EF,100.0
14319,EF,310.0
14321,EF,210.0
14323,EF,230.0
14324,VISA,180.0
14325,EF,330.0
14331,VISA,320.0
14322,EF,430.0
14329,VISA,505.0
14332,EF,20.0
14320,EF,290.0
14326,EF,400.0
14327,EF,180.0
14328,EF,310.0
14330,EF,240.0
14333,VISA,625.0
14334,EF,605.0
14335,EF,775.0
14348,EF,340.0
14353,EF,480.0
14342,EF   ,0.0
14342,VISA,255.0
14351,EF,240.0
14350,EF,235.0
14349,EF,540.0
14352,EF,220.0
14354,EF,170.0
14347,VISA,210.0
14346,EF,450.0
14357,EF,180.0
14356,EF,180.0
14360,EF,200.0
14359,EF,220.0
14362,VISA,425.0
14361,EF,180.0
14363,EF,220.0
14370,EF,75.0
14369,EF,400.0
14371,EF,230.0
14375,EF,655.0
14376,EF,360.0
14373,EF,400.0
14377,EF,350.0
14380,EF,270.0
14619,VISA,405.0
14620,EF,180.0
14621,EF,440.0
14622,EF,120.0
14623,EF,220.0
14618,EF,390.0
14625,EF,230.0
14626,EF,210.0
14629,EF,350.0
14627,EF,180.0
14630,VISA,270.0
14633,VISA,240.0
14634,VISA,290.0
14632,VISA,305.0
14636,VISA,250.0
14631,EF,540.0
14635,EF,220.0
14637,EF,230.0
14638,VISA,745.0
