folio,fecha,nopersonas,cambio,descuento,idcliente,tipodeservicio,total,efectivo,tarjeta,totalalimentos,totalbebidas
9204,2018-09-26 19:15:27.000,1,0.0,0.0,               ,3,1745.0,1745.0,0.0,1452.5862,51.7241
9205,2018-09-26 19:19:06.000,4,85.0,0.0,,1,915.0,915.0,0.0,577.5862,211.2069
9206,2018-09-26 19:22:35.000,1,0.0,0.0,002394,2,340.0,340.0,0.0,293.1034,0.0
9207,2018-09-26 19:24:18.000,1,0.0,0.0,               ,3,130.0,130.0,0.0,112.069,0.0
9208,2018-09-26 19:38:12.000,2,130.0,0.0,,1,270.0,270.0,0.0,172.4138,60.3448
9209,2018-09-26 20:04:49.000,1,0.0,0.0,002031,2,220.0,0.0,242.0,189.6552,0.0
9210,2018-09-26 20:22:05.000,4,0.0,0.0,,1,770.0,770.0,0.0,512.931,150.8621
9211,2018-09-26 20:39:24.000,1,100.0,0.0,001508,2,300.0,300.0,0.0,198.2759,60.3448
9212,2018-09-26 20:49:23.000,2,5.0,0.0,,1,195.0,195.0,0.0,146.5517,21.5517
9213,2018-09-26 20:56:21.000,2,0.0,0.0,,1,635.0,0.0,635.0,448.2759,99.1379
9214,2018-09-26 21:12:20.000,1,330.0,0.0,001508,2,170.0,170.0,0.0,146.5517,0.0
9215,2018-09-26 21:22:58.000,2,0.0,0.0,,1,465.0,0.0,534.0,353.4483,47.4138
9216,2018-09-26 21:35:56.000,2,0.0,0.0,,1,390.0,0.0,440.0,232.7586,103.4483
9217,2018-09-26 22:20:22.000,1,0.0,0.0,001508,2,170.0,170.0,0.0,146.5517,0.0
9219,2018-09-27 14:23:38.000,1,10.0,0.0,001508,2,690.0,690.0,0.0,594.8276,0.0
9220,2018-09-27 15:03:28.000,1,0.0,0.0,000469,2,130.0,130.0,0.0,112.069,0.0
9221,2018-09-27 15:42:22.000,3,265.0,0.0,,1,735.0,735.0,0.0,491.3793,142.2414
9222,2018-09-27 15:50:22.000,1,0.0,0.0,002284,2,200.0,200.0,0.0,172.4138,0.0
9223,2018-09-27 19:23:53.000,1,0.0,0.0,000337,2,230.0,230.0,0.0,198.2759,0.0
9224,2018-09-27 19:25:54.000,1,0.0,0.0,002395,2,195.0,195.0,0.0,146.5517,21.5517
9225,2018-09-27 19:27:34.000,1,290.0,0.0,001508,2,210.0,210.0,0.0,181.0345,0.0
9226,2018-09-27 19:31:52.000,1,0.0,0.0,001376,2,200.0,200.0,0.0,146.5517,0.0
9227,2018-09-27 19:43:14.000,1,0.0,0.0,002232,2,210.0,210.0,0.0,181.0345,0.0
9228,2018-09-27 19:58:17.000,1,0.0,0.0,001794,2,340.0,0.0,370.0,293.1034,0.0
9229,2018-09-27 20:18:36.000,1,0.0,0.0,000672,2,550.0,550.0,0.0,474.1379,0.0
9230,2018-09-27 20:44:14.000,2,0.0,0.0,,1,215.0,0.0,236.5,146.5517,38.7931
9231,2018-09-27 20:45:44.000,2,0.0,0.0,,1,370.0,370.0,0.0,224.1379,94.8276
9232,2018-09-27 20:51:11.000,1,0.0,0.0,001798,2,120.0,120.0,0.0,103.4483,0.0
9233,2018-09-27 20:57:32.000,1,0.0,0.0,001508,2,170.0,0.0,187.0,146.5517,0.0
9234,2018-09-27 21:11:14.000,1,0.0,0.0,000632,2,230.0,230.0,0.0,198.2759,0.0
9235,2018-09-27 21:14:09.000,1,0.0,100.0,,1,0.0,0.0,0.0,0.0,0.0
9236,2018-09-27 21:14:13.000,1,0.0,0.0,001494,2,230.0,230.0,0.0,198.2759,0.0
9237,2018-09-27 21:23:23.000,1,0.0,0.0,002336,2,200.0,200.0,0.0,172.4138,0.0
9238,2018-09-27 21:37:17.000,2,0.0,0.0,,1,390.0,390.0,0.0,250.0,86.2069
9239,2018-09-27 21:39:37.000,1,0.0,0.0,000611,2,200.0,200.0,0.0,172.4138,0.0
9240,2018-09-27 22:01:10.000,1,0.0,0.0,000705,2,230.0,230.0,0.0,198.2759,0.0
9241,2018-09-27 22:02:50.000,4,0.0,0.0,,1,650.0,650.0,0.0,405.1724,155.1724
9242,2018-09-27 22:14:05.000,1,0.0,0.0,002396,2,800.0,800.0,0.0,689.6552,0.0
9243,2018-09-27 22:43:28.000,1,0.0,0.0,               ,3,260.0,260.0,0.0,224.1379,0.0
9245,2018-09-28 13:39:42.000,1,240.0,0.0,001508,2,260.0,260.0,0.0,224.1379,0.0
9246,2018-09-28 13:42:34.000,1,40.0,0.0,001508,2,460.0,460.0,0.0,396.5517,0.0
9247,2018-09-28 13:54:45.000,1,330.0,0.0,000936,2,170.0,170.0,0.0,146.5517,0.0
9248,2018-09-28 14:09:12.000,1,380.0,0.0,001508,2,120.0,120.0,0.0,103.4483,0.0
9249,2018-09-28 14:12:13.000,1,170.0,0.0,002132,2,330.0,330.0,0.0,284.4828,0.0
9250,2018-09-28 14:15:28.000,1,270.0,0.0,001593,2,730.0,730.0,0.0,629.3103,0.0
9251,2018-09-28 14:19:29.000,1,220.0,0.0,001388,2,280.0,280.0,0.0,241.3793,0.0
9252,2018-09-28 14:41:34.000,1,0.0,0.0,000341,2,210.0,210.0,0.0,181.0345,0.0
9253,2018-09-28 14:45:32.000,1,90.0,0.0,000424,2,410.0,410.0,0.0,353.4483,0.0
9254,2018-09-28 14:52:08.000,1,0.0,0.0,002397,2,240.0,240.0,0.0,181.0345,0.0
9255,2018-09-28 14:57:20.000,1,280.0,0.0,001508,2,720.0,720.0,0.0,620.6897,0.0
9256,2018-09-28 15:05:37.000,1,40.0,0.0,001508,2,210.0,210.0,0.0,181.0345,0.0
9257,2018-09-28 15:07:09.000,1,170.0,0.0,001508,2,330.0,330.0,0.0,284.4828,0.0
9258,2018-09-28 15:08:08.000,1,370.0,0.0,001508,2,130.0,130.0,0.0,112.069,0.0
9259,2018-09-28 15:16:14.000,1,30.0,0.0,002218,2,170.0,170.0,0.0,146.5517,0.0
9260,2018-09-28 15:27:56.000,2,0.0,0.0,,1,400.0,0.0,400.0,284.4828,60.3448
9261,2018-09-28 15:46:28.000,1,320.0,0.0,002398,2,680.0,680.0,0.0,586.2069,0.0
9262,2018-09-28 15:48:45.000,3,0.0,0.0,,1,550.0,0.0,605.0,344.8276,129.3103
9263,2018-09-28 15:49:22.000,1,170.0,0.0,000707,2,330.0,330.0,0.0,284.4828,0.0
9264,2018-09-28 15:56:24.000,1,375.0,0.0,001388,2,125.0,125.0,0.0,107.7586,0.0
9265,2018-09-28 16:00:31.000,1,0.0,0.0,001508,2,550.0,0.0,550.0,474.1379,0.0
9266,2018-09-28 16:33:58.000,1,30.0,0.0,002399,2,170.0,170.0,0.0,146.5517,0.0
9267,2018-09-28 17:09:02.000,4,0.0,0.0,,1,720.0,0.0,792.0,478.4483,142.2414
9268,2018-09-28 17:53:43.000,1,265.0,0.0,,1,235.0,235.0,0.0,142.2414,60.3448
9269,2018-09-28 18:24:03.000,1,0.0,0.0,000471,2,430.0,0.0,473.0,370.6897,0.0
9270,2018-09-28 18:43:36.000,1,80.0,0.0,002371,2,420.0,420.0,0.0,362.069,0.0
9271,2018-09-28 18:57:05.000,1,0.0,0.0,000170,2,230.0,230.0,0.0,198.2759,0.0
9272,2018-09-28 19:12:54.000,1,0.0,0.0,001508,2,170.0,170.0,0.0,146.5517,0.0
9273,2018-09-28 19:28:56.000,1,0.0,0.0,001477,2,230.0,230.0,0.0,172.4138,0.0
9274,2018-09-28 19:32:09.000,5,0.0,0.0,,1,495.0,495.0,0.0,284.4828,142.2414
9275,2018-09-28 20:13:35.000,1,0.0,0.0,000096,2,220.0,220.0,0.0,163.7931,0.0
9276,2018-09-28 20:17:16.000,1,0.0,0.0,000551,2,260.0,260.0,0.0,224.1379,0.0
9277,2018-09-28 20:19:18.000,1,0.0,0.0,000152,2,170.0,170.0,0.0,146.5517,0.0
9278,2018-09-28 20:23:16.000,1,0.0,0.0,001508,2,210.0,0.0,210.0,181.0345,0.0
9279,2018-09-28 20:28:57.000,2,0.0,0.0,,1,365.0,365.0,0.0,215.5172,99.1379
9280,2018-09-28 20:36:04.000,1,0.0,0.0,001194,2,380.0,0.0,380.0,327.5862,0.0
9281,2018-09-28 20:36:34.000,1,0.0,0.0,002373,2,550.0,550.0,0.0,474.1379,0.0
9282,2018-09-28 20:46:17.000,1,0.0,0.0,001473,2,260.0,260.0,0.0,198.2759,0.0
9283,2018-09-28 21:13:33.000,1,0.0,0.0,000190,2,230.0,230.0,0.0,198.2759,0.0
9284,2018-09-28 21:13:51.000,1,0.0,0.0,000050,2,500.0,500.0,0.0,431.0345,0.0
9285,2018-09-28 21:18:27.000,1,0.0,0.0,000193,2,620.0,620.0,0.0,534.4828,0.0
9286,2018-09-28 21:20:36.000,1,0.0,0.0,002401,2,550.0,550.0,0.0,448.2759,0.0
9287,2018-09-28 21:24:16.000,1,0.0,0.0,000478,2,170.0,170.0,0.0,146.5517,0.0
9288,2018-09-28 21:32:43.000,1,0.0,0.0,002295,2,340.0,340.0,0.0,293.1034,0.0
9289,2018-09-28 21:41:18.000,1,0.0,0.0,001508,2,565.0,0.0,565.0,487.069,0.0
9290,2018-09-28 21:47:32.000,1,0.0,0.0,002101,2,300.0,0.0,330.0,258.6207,0.0
9291,2018-09-28 21:53:41.000,1,0.0,0.0,001664,2,230.0,230.0,0.0,198.2759,0.0
9292,2018-09-28 21:56:35.000,1,0.0,0.0,002402,2,425.0,425.0,0.0,366.3793,0.0
9293,2018-09-28 21:56:49.000,1,0.0,0.0,001259,2,440.0,0.0,440.0,379.3103,0.0
9294,2018-09-28 21:59:46.000,4,0.0,0.0,,1,500.0,500.0,0.0,344.8276,86.2069
9295,2018-09-28 22:04:47.000,1,0.0,0.0,001508,2,425.0,425.0,0.0,366.3793,0.0
9296,2018-09-28 22:12:20.000,1,0.0,0.0,002098,2,210.0,210.0,0.0,181.0345,0.0
9297,2018-09-28 22:17:24.000,3,0.0,0.0,,1,215.0,215.0,0.0,168.1034,17.2414
9298,2018-09-28 22:18:31.000,5,0.0,0.0,,1,365.0,365.0,0.0,181.0345,133.6207
9299,2018-09-28 22:24:13.000,4,0.0,0.0,,1,930.0,930.0,0.0,344.8276,456.8966
9300,2018-09-28 22:31:35.000,2,0.0,0.0,,1,405.0,405.0,0.0,271.5517,77.5862
9301,2018-09-28 22:36:36.000,1,0.0,0.0,000266,2,380.0,380.0,0.0,327.5862,0.0
9302,2018-09-28 22:40:52.000,1,0.0,0.0,000406,2,330.0,330.0,0.0,284.4828,0.0
9303,2018-09-28 22:59:53.000,2,0.0,0.0,,1,340.0,0.0,374.0,172.4138,120.6897
9304,2018-09-28 23:01:52.000,4,0.0,0.0,,1,1070.0,0.0,1177.0,551.7241,370.6897
9305,2018-09-28 23:06:54.000,2,0.0,0.0,,1,430.0,0.0,473.0,275.8621,94.8276
9306,2018-09-28 23:14:03.000,1,0.0,0.0,,1,370.0,70.0,300.0,224.1379,94.8276
9307,2018-09-28 23:23:14.000,2,0.0,0.0,,1,635.0,0.0,730.25,400.8621,146.5517
9309,2018-09-29 13:14:52.000,1,0.0,0.0,               ,3,170.0,170.0,0.0,146.5517,0.0
9310,2018-09-29 13:47:25.000,1,0.0,0.0,000013,2,300.0,300.0,0.0,258.6207,0.0
9311,2018-09-29 14:41:22.000,1,0.0,0.0,001362,2,170.0,170.0,0.0,146.5517,0.0
9312,2018-09-29 14:43:17.000,1,240.0,0.0,000828,2,760.0,760.0,0.0,655.1724,0.0
9313,2018-09-29 15:04:28.000,1,0.0,0.0,000779,2,790.0,0.0,790.0,681.0345,0.0
9314,2018-09-29 15:13:34.000,1,0.0,0.0,001485,2,430.0,0.0,473.0,370.6897,0.0
9315,2018-09-29 15:15:32.000,1,0.0,0.0,001042,2,200.0,200.0,0.0,172.4138,0.0
9316,2018-09-29 15:28:01.000,1,20.0,0.0,002158,2,330.0,330.0,0.0,284.4828,0.0
9317,2018-09-29 15:31:34.000,2,0.0,0.0,,1,480.0,0.0,528.0,375.0,38.7931
9318,2018-09-29 15:40:25.000,1,0.0,0.0,002379,2,200.0,200.0,0.0,172.4138,0.0
9319,2018-09-29 15:43:56.000,1,0.0,0.0,001017,2,210.0,210.0,0.0,181.0345,0.0
9320,2018-09-29 16:09:59.000,1,0.0,0.0,,1,525.0,525.0,0.0,284.4828,168.1034
9321,2018-09-29 16:16:01.000,1,180.0,0.0,000116,2,320.0,320.0,0.0,275.8621,0.0
9322,2018-09-29 16:34:24.000,6,0.0,0.0,,1,1130.0,0.0,1243.0,784.4828,189.6552
9323,2018-09-29 17:02:20.000,1,20.0,0.0,000655,2,130.0,130.0,0.0,112.069,0.0
9324,2018-09-29 17:06:41.000,1,110.0,0.0,002404,2,390.0,390.0,0.0,336.2069,0.0
9325,2018-09-29 17:38:21.000,2,0.0,0.0,,1,435.0,0.0,478.5,189.6552,185.3448
9326,2018-09-29 17:59:10.000,1,140.0,0.0,000535,2,560.0,560.0,0.0,456.8966,0.0
9327,2018-09-29 18:08:56.000,1,125.0,0.0,001406,2,375.0,375.0,0.0,323.2759,0.0
9328,2018-09-29 18:16:55.000,1,120.0,0.0,002405,2,380.0,380.0,0.0,327.5862,0.0
9329,2018-09-29 18:29:49.000,5,0.0,0.0,,1,745.0,0.0,819.0,474.1379,168.1034
9330,2018-09-29 18:33:43.000,5,40.0,0.0,,1,760.0,760.0,0.0,344.8276,310.3448
9331,2018-09-29 18:43:54.000,1,0.0,0.0,,1,255.0,255.0,0.0,181.0345,38.7931
9332,2018-09-29 19:20:21.000,1,0.0,0.0,002406,2,170.0,170.0,0.0,146.5517,0.0
9333,2018-09-29 19:26:08.000,1,0.0,0.0,002407,2,240.0,240.0,0.0,181.0345,0.0
9334,2018-09-29 19:33:15.000,1,0.0,0.0,002223,2,860.0,860.0,0.0,715.5172,0.0
9335,2018-09-29 19:33:20.000,1,0.0,0.0,002408,2,230.0,230.0,0.0,198.2759,0.0
9336,2018-09-29 19:35:54.000,1,0.0,0.0,001508,2,170.0,0.0,170.0,146.5517,0.0
9337,2018-09-29 19:44:14.000,1,0.0,0.0,000389,2,210.0,210.0,0.0,181.0345,0.0
9338,2018-09-29 20:01:05.000,1,150.0,0.0,001355,2,350.0,350.0,0.0,301.7241,0.0
9339,2018-09-29 20:02:33.000,1,0.0,0.0,002409,2,195.0,195.0,0.0,168.1034,0.0
9340,2018-09-29 20:07:27.000,1,0.0,0.0,               ,3,105.0,105.0,0.0,90.5172,0.0
9341,2018-09-29 20:08:08.000,1,0.0,0.0,000436,2,200.0,200.0,0.0,172.4138,0.0
9342,2018-09-29 20:08:04.000,1,0.0,0.0,001007,2,170.0,0.0,170.0,146.5517,0.0
9343,2018-09-29 20:10:07.000,1,0.0,0.0,000114,2,170.0,170.0,0.0,146.5517,0.0
9344,2018-09-29 20:16:41.000,1,0.0,0.0,001296,2,930.0,930.0,0.0,801.7241,0.0
9345,2018-09-29 20:22:58.000,4,0.0,0.0,               ,1,665.0,665.0,0.0,448.2759,125.0
9346,2018-09-29 20:26:08.000,1,0.0,0.0,002343,2,210.0,210.0,0.0,181.0345,0.0
9347,2018-09-29 20:29:28.000,1,0.0,0.0,000329,2,290.0,290.0,0.0,250.0,0.0
9348,2018-09-29 20:30:13.000,1,0.0,0.0,002410,2,170.0,0.0,170.0,146.5517,0.0
9349,2018-09-29 20:32:59.000,1,0.0,0.0,000102,2,200.0,200.0,0.0,172.4138,0.0
9350,2018-09-29 20:47:31.000,1,0.0,0.0,001508,2,170.0,0.0,0.0,146.5517,0.0
9351,2018-09-29 20:50:19.000,3,0.0,0.0,,1,90.0,90.0,0.0,0.0,77.5862
9352,2018-09-29 21:01:17.000,3,0.0,0.0,,1,1055.0,0.0,1055.0,198.2759,711.2069
9353,2018-09-29 21:08:09.000,2,0.0,0.0,,1,600.0,600.0,0.0,344.8276,172.4138
9354,2018-09-29 21:11:00.000,1,0.0,0.0,               ,3,195.0,195.0,0.0,168.1034,0.0
9355,2018-09-29 21:10:30.000,4,0.0,0.0,,1,740.0,740.0,0.0,525.8621,112.069
9356,2018-09-29 21:25:47.000,1,0.0,0.0,001508,2,210.0,210.0,0.0,181.0345,0.0
9357,2018-09-29 21:32:02.000,3,0.0,0.0,,1,595.0,0.0,595.0,301.7241,211.2069
9358,2018-09-29 21:40:14.000,1,0.0,0.0,001508,2,370.0,370.0,0.0,318.9655,0.0
9359,2018-09-29 21:41:05.000,1,0.0,0.0,001848,2,590.0,590.0,0.0,508.6207,0.0
9360,2018-09-29 21:50:32.000,1,0.0,0.0,               ,3,170.0,170.0,0.0,146.5517,0.0
9361,2018-09-29 22:03:44.000,1,0.0,0.0,001196,2,250.0,250.0,0.0,215.5172,0.0
9362,2018-09-29 22:18:18.000,1,0.0,0.0,001848,2,170.0,170.0,0.0,146.5517,0.0
9363,2018-09-29 22:26:15.000,1,0.0,0.0,001338,2,330.0,330.0,0.0,284.4828,0.0
9364,2018-09-29 22:46:46.000,1,0.0,0.0,001508,2,260.0,260.0,0.0,224.1379,0.0
9365,2018-09-29 23:07:03.000,1,0.0,0.0,002411,2,510.0,510.0,0.0,439.6552,0.0
9366,2018-09-29 23:10:27.000,2,0.0,0.0,,1,235.0,235.0,0.0,202.5862,0.0
9367,2018-09-29 23:12:37.000,2,0.0,0.0,,1,640.0,320.0,368.0,155.1724,396.5517
9368,2018-09-29 23:15:46.000,3,0.0,0.0,,1,425.0,425.0,0.0,232.7586,133.6207
9370,2018-09-30 13:53:37.000,1,0.0,0.0,001508,2,170.0,170.0,0.0,146.5517,0.0
9371,2018-09-30 13:58:09.000,1,0.0,0.0,000742,2,365.0,365.0,0.0,314.6552,0.0
9372,2018-09-30 14:20:57.000,1,0.0,0.0,001733,2,120.0,120.0,0.0,103.4483,0.0
9373,2018-09-30 14:24:27.000,1,0.0,0.0,002412,2,365.0,365.0,0.0,288.7931,0.0
9374,2018-09-30 14:36:49.000,1,0.0,0.0,001539,2,315.0,315.0,0.0,271.5517,0.0
9375,2018-09-30 14:47:31.000,1,0.0,0.0,000606,2,210.0,210.0,0.0,181.0345,0.0
9376,2018-09-30 14:48:41.000,1,0.0,0.0,000550,2,360.0,360.0,0.0,310.3448,0.0
9377,2018-09-30 14:52:20.000,1,0.0,0.0,000125,2,600.0,600.0,0.0,517.2414,0.0
9378,2018-09-30 14:54:47.000,4,0.0,0.0,,1,810.0,810.0,0.0,478.4483,219.8276
9379,2018-09-30 14:56:12.000,1,0.0,0.0,002084,2,230.0,230.0,0.0,198.2759,0.0
9380,2018-09-30 14:59:34.000,1,0.0,0.0,000134,2,220.0,220.0,0.0,146.5517,43.1034
9381,2018-09-30 15:00:54.000,9,0.0,0.0,,1,1165.0,1165.0,0.0,810.3448,193.9655
9382,2018-09-30 15:01:32.000,1,0.0,0.0,001304,2,200.0,200.0,0.0,172.4138,0.0
9383,2018-09-30 15:03:39.000,2,45.0,0.0,,1,455.0,455.0,0.0,344.8276,47.4138
9384,2018-09-30 15:08:22.000,1,0.0,0.0,001508,2,420.0,420.0,0.0,362.069,0.0
9385,2018-09-30 15:12:05.000,1,0.0,0.0,002413,2,95.0,95.0,0.0,81.8966,0.0
9386,2018-09-30 15:15:15.000,1,0.0,0.0,000135,2,235.0,235.0,0.0,181.0345,21.5517
9387,2018-09-30 15:19:26.000,1,0.0,0.0,002296,2,490.0,0.0,490.0,396.5517,0.0
9388,2018-09-30 15:22:29.000,1,0.0,0.0,002414,2,250.0,250.0,0.0,215.5172,0.0
9389,2018-09-30 15:33:40.000,1,0.0,0.0,002415,2,360.0,0.0,360.0,310.3448,0.0
9390,2018-09-30 15:36:11.000,1,0.0,0.0,001527,2,340.0,0.0,340.0,293.1034,0.0
9391,2018-09-30 15:45:44.000,1,0.0,0.0,001508,2,265.0,265.0,0.0,228.4483,0.0
9392,2018-09-30 15:47:51.000,1,0.0,0.0,001171,2,340.0,340.0,0.0,293.1034,0.0
9393,2018-09-30 15:50:26.000,1,0.0,0.0,001531,2,405.0,405.0,0.0,349.1379,0.0
9394,2018-09-30 15:50:19.000,1,0.0,0.0,000200,2,380.0,380.0,0.0,327.5862,0.0
9395,2018-09-30 16:04:12.000,1,0.0,0.0,001508,2,430.0,430.0,0.0,370.6897,0.0
9396,2018-09-30 16:07:29.000,1,0.0,0.0,000478,2,190.0,190.0,0.0,163.7931,0.0
9397,2018-09-30 16:11:03.000,1,0.0,0.0,002416,2,230.0,230.0,0.0,198.2759,0.0
9398,2018-09-30 16:14:33.000,1,0.0,0.0,000909,2,560.0,560.0,0.0,482.7586,0.0
9399,2018-09-30 16:17:14.000,1,0.0,0.0,000875,2,560.0,560.0,0.0,482.7586,0.0
9400,2018-09-30 16:29:42.000,4,0.0,0.0,,1,945.0,945.0,0.0,525.8621,288.7931
9401,2018-09-30 16:48:26.000,1,0.0,0.0,000936,2,170.0,0.0,170.0,146.5517,0.0
9402,2018-09-30 16:54:35.000,1,0.0,0.0,000414,2,490.0,490.0,0.0,422.4138,0.0
9403,2018-09-30 17:01:13.000,1,0.0,0.0,002417,2,230.0,230.0,0.0,198.2759,0.0
9404,2018-09-30 17:01:43.000,1,0.0,0.0,002416,2,230.0,230.0,0.0,198.2759,0.0
9405,2018-09-30 17:26:26.000,3,0.0,0.0,,1,375.0,0.0,375.0,224.1379,99.1379
9406,2018-09-30 17:29:24.000,1,0.0,0.0,001508         ,2,200.0,0.0,200.0,172.4138,0.0
9407,2018-09-30 17:31:01.000,3,0.0,0.0,,1,595.0,595.0,0.0,375.0,137.931
9408,2018-09-30 17:35:25.000,1,0.0,0.0,002418,2,260.0,260.0,0.0,224.1379,0.0
9409,2018-09-30 17:39:47.000,2,0.0,0.0,,1,415.0,0.0,415.0,284.4828,73.2759
9410,2018-09-30 17:41:09.000,1,0.0,0.0,001814,2,420.0,420.0,0.0,362.069,0.0
9411,2018-09-30 17:41:58.000,1,0.0,0.0,000209,2,200.0,200.0,0.0,172.4138,0.0
9412,2018-09-30 18:01:12.000,1,0.0,0.0,002419,2,225.0,225.0,0.0,172.4138,21.5517
9413,2018-09-30 18:04:50.000,1,0.0,0.0,000410,2,230.0,230.0,0.0,198.2759,0.0
9414,2018-09-30 18:15:58.000,1,30.0,0.0,001042,2,170.0,170.0,0.0,146.5517,0.0
9415,2018-09-30 18:16:43.000,1,0.0,0.0,001508,2,445.0,445.0,0.0,383.6207,0.0
9416,2018-09-30 18:26:56.000,1,0.0,0.0,002420,2,360.0,360.0,0.0,284.4828,0.0
9417,2018-09-30 18:38:50.000,1,0.0,0.0,002421,2,200.0,200.0,0.0,172.4138,0.0
9418,2018-09-30 19:01:57.000,1,0.0,0.0,000316,2,195.0,195.0,0.0,146.5517,21.5517
9419,2018-09-30 19:08:28.000,1,0.0,0.0,002422,2,230.0,230.0,0.0,198.2759,0.0
9420,2018-09-30 19:18:19.000,1,0.0,0.0,001958,2,420.0,0.0,420.0,362.069,0.0
9421,2018-09-30 19:18:49.000,1,0.0,0.0,001508,2,350.0,0.0,350.0,275.8621,25.8621
9422,2018-09-30 19:20:41.000,1,0.0,0.0,000329,2,380.0,380.0,0.0,327.5862,0.0
9423,2018-09-30 19:30:10.000,1,0.0,0.0,002423,2,430.0,430.0,0.0,344.8276,0.0
9424,2018-09-30 19:34:21.000,1,0.0,0.0,001210,2,170.0,170.0,0.0,146.5517,0.0
9425,2018-09-30 19:39:17.000,1,0.0,0.0,001598         ,2,640.0,0.0,640.0,551.7241,0.0
9426,2018-09-30 19:48:20.000,1,0.0,0.0,002424,2,440.0,440.0,0.0,379.3103,0.0
9427,2018-09-30 19:52:11.000,1,0.0,0.0,001636,2,365.0,365.0,0.0,250.0,64.6552
9428,2018-09-30 19:52:09.000,1,0.0,0.0,001259,2,440.0,440.0,0.0,379.3103,0.0
9429,2018-09-30 19:54:21.000,2,0.0,0.0,,1,250.0,250.0,0.0,172.4138,43.1034
9430,2018-09-30 20:20:22.000,1,0.0,0.0,001508,2,230.0,230.0,0.0,198.2759,0.0
9431,2018-09-30 20:22:23.000,1,0.0,0.0,               ,3,420.0,0.0,420.0,362.069,0.0
9432,2018-09-30 20:36:59.000,1,0.0,0.0,001051,2,240.0,240.0,0.0,206.8966,0.0
9433,2018-09-30 21:02:08.000,1,0.0,0.0,002425,2,260.0,260.0,0.0,181.0345,43.1034
9434,2018-09-30 21:08:22.000,1,0.0,0.0,000543,2,210.0,210.0,0.0,181.0345,0.0
9435,2018-09-30 21:22:01.000,3,0.0,0.0,,1,335.0,335.0,0.0,198.2759,90.5172
9436,2018-09-30 21:43:47.000,2,0.0,0.0,,1,290.0,125.0,165.0,181.0345,68.9655
9438,2018-10-01 14:04:25.000,1,20.0,0.0,000919,2,230.0,230.0,0.0,198.2759,0.0
9439,2018-10-01 14:33:10.000,1,60.0,0.0,000414,2,240.0,240.0,0.0,206.8966,0.0
9440,2018-10-01 15:36:04.000,1,205.0,0.0,000899,2,295.0,295.0,0.0,181.0345,73.2759
9441,2018-10-01 16:02:15.000,3,0.0,0.0,,1,285.0,0.0,313.5,181.0345,64.6552
9442,2018-10-01 16:23:21.000,1,0.0,0.0,000114,2,310.0,310.0,0.0,267.2414,0.0
9443,2018-10-01 16:24:08.000,1,0.0,0.0,002426,2,200.0,200.0,0.0,172.4138,0.0
9444,2018-10-01 17:53:10.000,1,0.0,0.0,001299,2,170.0,170.0,0.0,146.5517,0.0
9445,2018-10-01 17:54:20.000,1,0.0,0.0,001508,2,170.0,170.0,0.0,146.5517,0.0
9446,2018-10-01 18:21:35.000,1,0.0,0.0,002427,2,170.0,170.0,0.0,146.5517,0.0
9447,2018-10-01 18:27:50.000,1,0.0,0.0,000387,2,360.0,360.0,0.0,310.3448,0.0
9448,2018-10-01 18:56:15.000,1,0.0,0.0,000922,2,390.0,390.0,0.0,310.3448,0.0
9449,2018-10-01 19:58:41.000,1,0.0,0.0,001508,2,250.0,250.0,0.0,215.5172,0.0
9450,2018-10-01 20:05:16.000,1,0.0,0.0,002428,2,210.0,210.0,0.0,181.0345,0.0
9451,2018-10-01 20:14:49.000,1,0.0,0.0,000455,2,210.0,210.0,0.0,181.0345,0.0
9452,2018-10-01 20:55:25.000,1,0.0,0.0,000611,2,200.0,200.0,0.0,172.4138,0.0
9453,2018-10-01 21:11:34.000,4,0.0,0.0,,1,320.0,0.0,320.0,168.1034,107.7586
9454,2018-10-01 21:35:15.000,1,0.0,0.0,000606,2,210.0,210.0,0.0,181.0345,0.0
9455,2018-10-01 21:56:51.000,1,0.0,0.0,001508,2,240.0,240.0,0.0,206.8966,0.0
9456,2018-10-01 22:01:13.000,3,0.0,0.0,,1,355.0,0.0,355.0,215.5172,90.5172
9457,2018-10-01 22:08:49.000,2,0.0,0.0,,1,485.0,485.0,0.0,250.0,168.1034
9459,2018-10-02 15:40:49.000,1,10.0,0.0,002429,2,490.0,490.0,0.0,181.0345,0.0
9460,2018-10-02 19:23:01.000,1,70.0,0.0,000341,2,230.0,230.0,0.0,198.2759,0.0
9461,2018-10-02 19:53:49.000,1,30.0,0.0,002430,2,170.0,170.0,0.0,146.5517,0.0
9462,2018-10-02 20:34:42.000,1,0.0,0.0,001798,2,145.0,145.0,0.0,103.4483,21.5517
9463,2018-10-02 20:46:41.000,1,210.0,0.0,001508,2,290.0,290.0,0.0,198.2759,51.7241
9464,2018-10-02 20:50:43.000,1,0.0,0.0,002431,2,230.0,230.0,0.0,198.2759,0.0
9465,2018-10-02 20:53:09.000,4,170.0,0.0,,1,545.0,330.0,215.0,271.5517,198.2759
9466,2018-10-02 20:59:15.000,1,180.0,0.0,002432,2,320.0,320.0,0.0,275.8621,0.0
9467,2018-10-02 21:04:20.000,1,0.0,0.0,001918,2,125.0,125.0,0.0,81.8966,0.0
9468,2018-10-02 21:05:32.000,1,0.0,0.0,001410,2,230.0,230.0,0.0,198.2759,0.0
